Smith,88085
Johnson,68845
Williams,56866
Brown,51162
Jones,50517
Miller,41807
Davis,39751
Garcia,31817
Rodriguez,29812
Wilson,29028
Martinez,28732
Anderson,28261
Taylor,26704
Thomas,26346
Hernandez,26185
Moore,25899
Martin,24937
Jackson,24693
Thompson,23887
White,23706
Lopez,23041
Lee,22459
Gonzalez,22157
Harris,22002
Clark,20328
Lewis,18903
Robinson,18647
Walker,18584
Perez,18109
Hall,17555
Young,17272
Allen,17177
Sanchez,16357
Wright,16324
King,16273
Scott,15573
Green,15328
Baker,15322
Adams,15313
Nelson,15282
Hill,15264
Ramirez,14420
Campbell,13788
Mitchell,13620
Roberts,13576
Carter,13439
Phillips,13043
Evans,12687
Turner,12443
Torres,12054
Parker,12020
Collins,11782
Edwards,11754
Stewart,11599
Flores,11588
Morris,11557
Nguyen,11496
Murphy,11140
Rivera,11101
Cook,10928
Rogers,10913
Morgan,10246
Peterson,10196
Cooper,10012
Reed,9914
Bailey,9858
Bell,9814
Gomez,9771
Kelly,9653
Howard,9444
Ward,9420
Cox,9408
Diaz,9333
Richardson,9250
Wood,9167
Watson,8987
Brooks,8925
Bennett,8861
Gray,8775
James,8646
Reyes,8619
Cruz,8565
Hughes,8504
Price,8480
Myers,8334
Long,8285
Foster,8194
Sanders,8188
Ross,8154
Morales,8068
Powell,8028
Sullivan,7993
Russell,7986
Ortiz,7959
Jenkins,7923
Gutierrez,7892
Perry,7883
Butler,7817
Barnes,7800
Fisher,7795
Henderson,7789
Coleman,7733
Simmons,7475
Patterson,7361
Jordan,7310
Reynolds,7251
Hamilton,7204
Graham,7194
Kim,7194
Gonzales,7189
Alexander,7171
Ramos,7158
Wallace,7072
Griffin,7066
West,6987
Cole,6961
Hayes,6950
Chavez,6890
Gibson,6836
Bryant,6812
Ellis,6744
Stevens,6725
Murray,6614
Ford,6613
Marshall,6569
Owens,6537
McDonald,6528
Harrison,6508
Ruiz,6503
Kennedy,6363
Wells,6325
Alvarez,6258
Woods,6258
Mendoza,6249
Castillo,6134
Olson,6061
Webb,6060
Washington,6044
Tucker,6040
Freeman,6030
Burns,6011
Henry,5983
Vasquez,5931
Snyder,5907
Simpson,5866
Crawford,5862
Jimenez,5837
Porter,5815
Mason,5764
Shaw,5752
Gordon,5743
Wagner,5728
Hunter,5724
Romero,5700
Hicks,5695
Dixon,5635
Hunt,5634
Palmer,5575
Robertson,5572
Black,5567
Holmes,5567
Stone,5553
Meyer,5548
Boyd,5541
Mills,5483
Warren,5483
Fox,5462
Rose,5447
Rice,5428
Moreno,5416
Schmidt,5396
Patel,5377
Ferguson,5274
Nichols,5261
Herrera,5219
Medina,5166
Ryan,5165
Fernandez,5164
Weaver,5146
Daniels,5144
Stephens,5143
Gardner,5140
Payne,5117
Kelley,5099
Dunn,5077
Pierce,5060
Arnold,5054
Tran,5045
Spencer,4983
Peters,4976
Hawkins,4970
Grant,4969
Hansen,4948
Castro,4939
Hoffman,4917
Hart,4911
Elliott,4910
Cunningham,4889
Knight,4888
Bradley,4867
Carroll,4857
Hudson,4848
Duncan,4835
Armstrong,4818
Berry,4797
Andrews,4794
Johnston,4780
Ray,4774
Lane,4772
Riley,4744
Carpenter,4710
Perkins,4706
Aguilar,4686
Silva,4677
Richards,4658
Willis,4656
Matthews,4628
Chapman,4620
Lawrence,4608
Garza,4602
Vargas,4594
Watkins,4540
Wheeler,4510
Larson,4488
Carlson,4453
Harper,4444
George,4440
Greene,4433
Burke,4418
Guzman,4389
Morrison,4372
Munoz,4366
Jacobs,4283
O'Brien,4277
Lawson,4270
Franklin,4258
Lynch,4242
Bishop,4227
Carr,4222
Salazar,4207
Austin,4194
Mendez,4180
Gilbert,4166
Jensen,4164
Williamson,4160
Montgomery,4157
Harvey,4157
Oliver,4139
Howell,4064
Dean,4049
Hanson,4044
Weber,3998
Garrett,3995
Sims,3976
Burton,3972
Fuller,3955
Soto,3953
McCoy,3947
Welch,3922
Chen,3912
Schultz,3891
Walters,3866
Reid,3856
Fields,3827
Walsh,3826
Little,3808
Fowler,3804
Bowman,3790
Davidson,3782
May,3771
Day,3769
Schneider,3728
Newman,3725
Brewer,3724
Lucas,3723
Holland,3702
Wong,3685
Banks,3681
Santos,3669
Curtis,3669
Pearson,3659
Delgado,3658
Valdez,3656
Pena,3645
Rios,3580
Douglas,3575
Sandoval,3570
Barrett,3554
Hopkins,3507
Keller,3496
Guerrero,3490
Stanley,3478
Bates,3475
Alvarado,3474
Beck,3454
Ortega,3452
Wade,3441
Estrada,3442
Contreras,3434
Barnett,3421
Caldwell,3386
Santiago,3372
Lambert,3360
Powers,3351
Chambers,3348
Nunez,3344
Craig,3321
Leonard,3307
Lowe,3306
Rhodes,3296
Byrd,3292
Gregory,3292
Shelton,3274
Frazier,3274
Becker,3267
Maldonado,3263
Fleming,3260
Vega,3252
Sutton,3239
Cohen,3233
Jennings,3227
Parks,3200
McDaniel,3200
Watts,3197
Barker,3159
Norris,3159
Vaughn,3152
Vazquez,3148
Holt,3140
Schwartz,3140
Steele,3127
Benson,3122
Neal,3109
Dominguez,3104
Horton,3096
Terry,3093
Wolfe,3081
Hale,3075
Lyons,3049
Graves,3046
Haynes,3041
Miles,3038
Park,3035
Warner,3034
Padilla,3032
Bush,3022
Thornton,3010
McCarthy,3004
Mann,3003
Zimmerman,3001
Erickson,3000
Fletcher,3000
McKinney,2989
Page,2983
Dawson,2973
Joseph,2967
Marquez,2964
Reeves,2958
Klein,2954
Espinoza,2941
Baldwin,2934
Moran,2911
Love,2904
Robbins,2897
Higgins,2895
Ball,2875
Cortez,2873
Le,2871
Griffith,2870
Bowen,2857
Sharp,2850
Cummings,2843
Ramsey,2841
Hardy,2840
Swanson,2837
Barber,2836
Acosta,2835
Luna,2822
Chandler,2821
Blair,2786
Daniel,2785
Cross,2785
Simon,2774
Dennis,2773
O'Connor,2771
Quinn,2763
Gross,2753
Navarro,2742
Moss,2734
Fitzgerald,2726
Doyle,2725
McLaughlin,2711
Rojas,2709
Rodgers,2706
Stevenson,2702
Singh,2693
Yang,2693
Figueroa,2688
Harmon,2685
Newton,2681
Paul,2678
Manning,2672
Garner,2671
McGee,2666
Reese,2660
Francis,2658
Burgess,2655
Adkins,2651
Goodman,2650
Curry,2645
Brady,2638
Christensen,2638
Potter,2635
Walton,2632
Goodwin,2607
Mullins,2606
Molina,2603
Webster,2599
Fischer,2598
Campos,2593
Avila,2590
Sherman,2588
Todd,2588
Chang,2586
Blake,2568
Malone,2568
Wolf,2554
Hodges,2553
Juarez,2550
Gill,2546
Farmer,2533
Hines,2526
Gallagher,2523
Duran,2523
Hubbard,2521
Cannon,2518
Miranda,2508
Wang,2504
Saunders,2492
Tate,2491
Mack,2490
Hammond,2486
Carrillo,2485
Townsend,2479
Wise,2473
Ingram,2472
Barton,2469
Mejia,2467
Ayala,2465
Schroeder,2462
Hampton,2461
Rowe,2454
Parsons,2454
Frank,2444
Waters,2440
Strickland,2439
Osborne,2440
Maxwell,2438
Chan,2436
Deleon,2432
Norman,2419
Harrington,2415
Casey,2402
Patton,2402
Logan,2393
Bowers,2391
Mueller,2384
Glover,2379
Floyd,2378
Hartman,2366
Buchanan,2366
Cobb,2363
French,2341
Kramer,2336
McCormick,2323
Clarke,2318
Tyler,2318
Gibbs,2318
Moody,2311
Conner,2311
Sparks,2307
McGuire,2302
Leon,2300
Bauer,2297
Norton,2291
Pope,2289
Flynn,2289
Hogan,2286
Robles,2284
Salinas,2283
Yates,2276
Lindsey,2268
Lloyd,2267
Marsh,2262
McBride,2256
Owen,2242
Solis,2225
Pham,2223
Lang,2218
Pratt,2217
Lara,2214
Brock,2212
Ballard,2212
Trujillo,2210
Shaffer,2195
Drake,2189
Roman,2188
Aguirre,2184
Morton,2180
Stokes,2175
Lamb,2171
Pacheco,2170
Patrick,2159
Cochran,2159
Shepherd,2147
Cain,2146
Burnett,2145
Hess,2143
Li,2142
Cervantes,2138
Olsen,2127
Briggs,2124
Ochoa,2120
Cabrera,2120
Velasquez,2119
Montoya,2115
Roth,2115
Meyers,2103
Cardenas,2099
Fuentes,2092
Weiss,2082
Hoover,2078
Wilkins,2079
Nicholson,2075
Underwood,2075
Short,2072
Carson,2069
Morrow,2064
Colon,2058
Holloway,2056
Summers,2053
Bryan,2049
Petersen,2046
Mckenzie,2042
Serrano,2041
Wilcox,2038
Carey,2036
Clayton,2034
Poole,2028
Calderon,2027
Gallegos,2027
Greer,2024
Rivas,2024
Guerra,2023
Decker,2019
Collier,2017
Wall,2016
Whitaker,2015
Bass,2013
Flowers,2012
Davenport,2009
Conley,2009
Houston,2003
Huff,1997
Copeland,1994
Hood,1992
Monroe,1982
Massey,1982
Roberson,1972
Combs,1971
Franco,1971
Larsen,1963
Pittman,1953
Randall,1946
Skinner,1946
Wilkinson,1946
Kirby,1945
Cameron,1944
Bridges,1937
Anthony,1933
Richard,1933
Kirk,1929
Bruce,1928
Singleton,1920
Mathis,1920
Bradford,1918
Boone,1915
Abbott,1914
Charles,1910
Allison,1909
Sweeney,1909
Atkinson,1909
Horn,1904
Jefferson,1904
Rosales,1903
York,1903
Christian,1897
Phelps,1897
Farrell,1894
Castaneda,1894
Nash,1891
Dickerson,1891
Bond,1890
Wyatt,1886
Foley,1885
Chase,1882
Gates,1881
Vincent,1877
Mathews,1876
Hodge,1875
Garrison,1871
Trevino,1871
Villarreal,1866
Heath,1865
Dalton,1860
Valencia,1854
Callahan,1851
Hensley,1848
Atkins,1844
Huffman,1844
Roy,1843
Boyer,1839
Shields,1837
Lin,1830
Hancock,1829
Grimes,1825
Glenn,1825
Cline,1823
Delacruz,1822
Camacho,1817
Dillon,1810
Parrish,1810
O'Neill,1803
Melton,1802
Booth,1801
Kane,1799
Berg,1797
Harrell,1797
Pitts,1796
Savage,1793
Wiggins,1792
Brennan,1791
Salas,1790
Marks,1789
Russo,1784
Sawyer,1779
Baxter,1774
Golden,1773
Hutchinson,1773
Liu,1767
Walter,1765
McDowell,1761
Wiley,1761
Rich,1760
Humphrey,1760
Johns,1753
Koch,1753
Suarez,1751
Hobbs,1750
Beard,1747
Gilmore,1744
Ibarra,1739
Keith,1733
Macias,1732
Khan,1732
Andrade,1731
Ware,1731
Stephenson,1729
Henson,1728
Wilkerson,1728
Dyer,1726
McClure,1724
Blackwell,1724
Mercado,1721
Tanner,1721
Eaton,1720
Clay,1715
Barron,1712
Beasley,1712
O'Neal,1711
Preston,1700
Small,1700
Wu,1698
Zamora,1698
MacDonald,1697
Vance,1696
Snow,1694
McClain,1689
Stafford,1681
Orozco,1679
Barry,1670
English,1669
Shannon,1665
Kline,1664
Jacobson,1663
Woodard,1662
Huang,1658
Kemp,1657
Mosley,1657
Prince,1655
Merritt,1654
Hurst,1653
Villanueva,1652
Roach,1648
Nolan,1647
Lam,1645
Yoder,1640
McCullough,1636
Lester,1628
Santana,1626
Valenzuela,1623
Winters,1622
Barrera,1621
Leach,1618
Orr,1619
Berger,1615
McKee,1614
Strong,1610
Conway,1609
Stein,1606
Whitehead,1605
Bullock,1595
Escobar,1593
Knox,1591
Meadows,1590
Solomon,1588
Velez,1587
O'Donnell,1587
Kerr,1585
Stout,1582
Blankenship,1581
Browning,1581
Kent,1579
Lozano,1578
Bartlett,1576
Pruitt,1574
Buck,1573
Barr,1573
Gaines,1571
Durham,1570
Gentry,1570
McIntyre,1570
Sloan,1567
Melendez,1562
Rocha,1562
Herman,1561
Sexton,1559
Moon,1560
Hendricks,1552
Rangel,1552
Stark,1552
Lowery,1545
Hardin,1544
Hull,1544
Sellers,1541
